path,participant_id,sequence_id,sign
train_landmark_files/26734/2925007391.parquet,26734,2925007391,no
train_landmark_files/18796/2925971912.parquet,18796,2925971912,no
train_landmark_files/16069/2926984095.parquet,16069,2926984095,no
train_landmark_files/34503/2927627672.parquet,34503,2927627672,please
train_landmark_files/16069/2931310612.parquet,16069,2931310612,please
train_landmark_files/27610/2931975003.parquet,27610,2931975003,dad
train_landmark_files/32319/2933080684.parquet,32319,2933080684,sad
train_landmark_files/26734/2933551377.parquet,26734,2933551377,no
train_landmark_files/37055/2934843203.parquet,37055,2934843203,thankyou
train_landmark_files/37779/2936579534.parquet,37779,2936579534,sad
train_landmark_files/37779/293913767.parquet,37779,293913767,no
train_landmark_files/53618/2939692635.parquet,53618,2939692635,yes
train_landmark_files/29302/2940127364.parquet,29302,2940127364,thankyou
train_landmark_files/30680/2940594583.parquet,30680,2940594583,mom
train_landmark_files/61333/2941336352.parquet,61333,2941336352,happy
train_landmark_files/26734/2941522131.parquet,26734,2941522131,yes
train_landmark_files/28656/2941986920.parquet,28656,2941986920,later
train_landmark_files/29302/2942223799.parquet,29302,2942223799,sad
train_landmark_files/29302/2942908806.parquet,29302,2942908806,sad
train_landmark_files/27610/2945715257.parquet,27610,2945715257,yes
train_landmark_files/55372/2946452164.parquet,55372,2946452164,thankyou
train_landmark_files/32319/2947498480.parquet,32319,2947498480,sad
train_landmark_files/36257/2948624506.parquet,36257,2948624506,hello
train_landmark_files/29302/2949010758.parquet,29302,2949010758,no
train_landmark_files/36257/2951575052.parquet,36257,2951575052,happy
train_landmark_files/55372/2953943611.parquet,55372,2953943611,happy
train_landmark_files/29302/2954159446.parquet,29302,2954159446,happy
train_landmark_files/28656/2954436349.parquet,28656,2954436349,later
train_landmark_files/27610/2956079155.parquet,27610,2956079155,hello
train_landmark_files/36257/2956534454.parquet,36257,2956534454,thankyou
train_landmark_files/61333/2956620305.parquet,61333,2956620305,sad
train_landmark_files/22343/2959972106.parquet,22343,2959972106,happy
train_landmark_files/26734/2962120867.parquet,26734,2962120867,dad
train_landmark_files/32319/2963080672.parquet,32319,2963080672,hello
train_landmark_files/55372/2963109046.parquet,55372,2963109046,yes
train_landmark_files/28656/2963758911.parquet,28656,2963758911,mom
train_landmark_files/37055/2965329196.parquet,37055,2965329196,later
train_landmark_files/55372/2966890511.parquet,55372,2966890511,mom
train_landmark_files/34503/296766724.parquet,34503,296766724,dad
train_landmark_files/36257/2969094851.parquet,36257,2969094851,sad
train_landmark_files/49445/2969213273.parquet,49445,2969213273,later
train_landmark_files/16069/2969242205.parquet,16069,2969242205,please
train_landmark_files/55372/2969994663.parquet,55372,2969994663,mom
train_landmark_files/53618/29701290.parquet,53618,29701290,please
train_landmark_files/22343/2970364805.parquet,22343,2970364805,dad
train_landmark_files/62590/2972863076.parquet,62590,2972863076,mom
train_landmark_files/27610/2973075808.parquet,27610,2973075808,sad
train_landmark_files/26734/2973708735.parquet,26734,2973708735,later
train_landmark_files/53618/2973961189.parquet,53618,2973961189,mom
train_landmark_files/37779/2974635026.parquet,37779,2974635026,hello
train_landmark_files/36257/2975455209.parquet,36257,2975455209,sad
train_landmark_files/18796/29763744.parquet,18796,29763744,later
train_landmark_files/22343/2976811880.parquet,22343,2976811880,please
train_landmark_files/16069/298163977.parquet,16069,298163977,thankyou
train_landmark_files/18796/2982564104.parquet,18796,2982564104,thankyou
train_landmark_files/16069/2984474436.parquet,16069,2984474436,dad
train_landmark_files/34503/2986161175.parquet,34503,2986161175,please
train_landmark_files/16069/2986375296.parquet,16069,2986375296,hello
train_landmark_files/36257/2991013695.parquet,36257,2991013695,sad
train_landmark_files/37055/29918460.parquet,37055,29918460,dad
train_landmark_files/37779/2994516160.parquet,37779,2994516160,sad
train_landmark_files/29302/2995665382.parquet,29302,2995665382,no
train_landmark_files/22343/2996103179.parquet,22343,2996103179,dad
train_landmark_files/36257/2996880012.parquet,36257,2996880012,mom
train_landmark_files/61333/2997388064.parquet,61333,2997388064,dad
train_landmark_files/37055/2998606079.parquet,37055,2998606079,dad
train_landmark_files/22343/2999447761.parquet,22343,2999447761,mom
train_landmark_files/25571/300091696.parquet,25571,300091696,mom
train_landmark_files/29302/3001533292.parquet,29302,3001533292,no
train_landmark_files/37055/3004668177.parquet,37055,3004668177,thankyou
train_landmark_files/53618/3005890934.parquet,53618,3005890934,happy
train_landmark_files/49445/3007130097.parquet,49445,3007130097,dad
train_landmark_files/16069/3007198417.parquet,16069,3007198417,sad
train_landmark_files/16069/3008186115.parquet,16069,3008186115,no
train_landmark_files/62590/3008309932.parquet,62590,3008309932,dad
train_landmark_files/18796/3012540345.parquet,18796,3012540345,dad
train_landmark_files/30680/30136412.parquet,30680,30136412,thankyou
train_landmark_files/62590/301540505.parquet,62590,301540505,dad
train_landmark_files/18796/3015643098.parquet,18796,3015643098,no
train_landmark_files/49445/3015669069.parquet,49445,3015669069,no
train_landmark_files/25571/3015946119.parquet,25571,3015946119,no
train_landmark_files/62590/3016015838.parquet,62590,3016015838,happy
train_landmark_files/55372/3016451210.parquet,55372,3016451210,happy
train_landmark_files/18796/3018989466.parquet,18796,3018989466,mom
train_landmark_files/16069/3020130505.parquet,16069,3020130505,dad
train_landmark_files/18796/3020597780.parquet,18796,3020597780,happy
train_landmark_files/18796/3021685399.parquet,18796,3021685399,please
train_landmark_files/22343/302181320.parquet,22343,302181320,please
train_landmark_files/37055/3023041009.parquet,37055,3023041009,dad
train_landmark_files/36257/3024196292.parquet,36257,3024196292,sad
train_landmark_files/37779/3024652637.parquet,37779,3024652637,sad
train_landmark_files/49445/3026257239.parquet,49445,3026257239,no
train_landmark_files/36257/3026713616.parquet,36257,3026713616,please
train_landmark_files/16069/3027859369.parquet,16069,3027859369,no
train_landmark_files/18796/3028451126.parquet,18796,3028451126,later
train_landmark_files/30680/3029655934.parquet,30680,3029655934,hello
train_landmark_files/62590/3031324981.parquet,62590,3031324981,hello
train_landmark_files/22343/3031671876.parquet,22343,3031671876,please
train_landmark_files/34503/3031743447.parquet,34503,3031743447,please
train_landmark_files/62590/3032705671.parquet,62590,3032705671,thankyou
train_landmark_files/25571/3033370945.parquet,25571,3033370945,thankyou
train_landmark_files/29302/3034705925.parquet,29302,3034705925,sad
train_landmark_files/2044/3034735468.parquet,2044,3034735468,mom
train_landmark_files/30680/3035157699.parquet,30680,3035157699,happy
train_landmark_files/37779/3035864094.parquet,37779,3035864094,no
train_landmark_files/37055/3040050131.parquet,37055,3040050131,thankyou
train_landmark_files/22343/3040114393.parquet,22343,3040114393,dad
train_landmark_files/26734/3042762489.parquet,26734,3042762489,sad
train_landmark_files/30680/3043344504.parquet,30680,3043344504,no
train_landmark_files/61333/3043960099.parquet,61333,3043960099,hello
train_landmark_files/27610/3044008673.parquet,27610,3044008673,later
train_landmark_files/61333/3044899845.parquet,61333,3044899845,no
train_landmark_files/26734/3046435951.parquet,26734,3046435951,happy
train_landmark_files/49445/3048248108.parquet,49445,3048248108,sad
train_landmark_files/32319/3049906240.parquet,32319,3049906240,later
train_landmark_files/30680/305199498.parquet,30680,305199498,mom
train_landmark_files/55372/3052529866.parquet,55372,3052529866,yes
train_landmark_files/34503/3053206920.parquet,34503,3053206920,no
train_landmark_files/22343/3053779058.parquet,22343,3053779058,thankyou
train_landmark_files/2044/305400100.parquet,2044,305400100,dad
train_landmark_files/29302/3054061931.parquet,29302,3054061931,yes
train_landmark_files/37779/3054903580.parquet,37779,3054903580,no
train_landmark_files/27610/3055025496.parquet,27610,3055025496,mom
train_landmark_files/53618/3055434154.parquet,53618,3055434154,please
train_landmark_files/62590/3055726513.parquet,62590,3055726513,hello
train_landmark_files/49445/3057933714.parquet,49445,3057933714,sad
train_landmark_files/62590/30629328.parquet,62590,30629328,happy
train_landmark_files/37055/30641083.parquet,37055,30641083,please
train_landmark_files/16069/3064217544.parquet,16069,3064217544,no
train_landmark_files/61333/3064912043.parquet,61333,3064912043,hello
train_landmark_files/4718/3067665097.parquet,4718,3067665097,please
train_landmark_files/18796/3071243324.parquet,18796,3071243324,happy
train_landmark_files/36257/3071374512.parquet,36257,3071374512,mom
train_landmark_files/29302/3071482138.parquet,29302,3071482138,hello
train_landmark_files/2044/3071629420.parquet,2044,3071629420,no
train_landmark_files/2044/3072545000.parquet,2044,3072545000,later
train_landmark_files/30680/3074815491.parquet,30680,3074815491,dad
train_landmark_files/25571/3078889805.parquet,25571,3078889805,yes
train_landmark_files/53618/3079724694.parquet,53618,3079724694,mom
train_landmark_files/25571/3082757589.parquet,25571,3082757589,dad
train_landmark_files/55372/3083470020.parquet,55372,3083470020,happy
train_landmark_files/34503/3084471456.parquet,34503,3084471456,hello
train_landmark_files/26734/3084643533.parquet,26734,3084643533,mom
train_landmark_files/61333/3085461410.parquet,61333,3085461410,happy
train_landmark_files/34503/3086443078.parquet,34503,3086443078,dad
train_landmark_files/28656/3089866419.parquet,28656,3089866419,hello
train_landmark_files/16069/3093605770.parquet,16069,3093605770,thankyou
train_landmark_files/61333/3093839666.parquet,61333,3093839666,sad
train_landmark_files/36257/3095382574.parquet,36257,3095382574,sad
train_landmark_files/37055/3096325522.parquet,37055,3096325522,later
train_landmark_files/2044/3096505698.parquet,2044,3096505698,please
train_landmark_files/30680/3099031893.parquet,30680,3099031893,thankyou
train_landmark_files/37779/3099137043.parquet,37779,3099137043,yes
train_landmark_files/29302/3099521070.parquet,29302,3099521070,dad
train_landmark_files/61333/3101297641.parquet,61333,3101297641,hello
train_landmark_files/16069/3101326465.parquet,16069,3101326465,later
train_landmark_files/29302/3103599624.parquet,29302,3103599624,yes
train_landmark_files/37055/310427813.parquet,37055,310427813,mom
train_landmark_files/25571/3104733186.parquet,25571,3104733186,sad
train_landmark_files/34503/3105266650.parquet,34503,3105266650,hello
train_landmark_files/62590/3106716477.parquet,62590,3106716477,yes
train_landmark_files/53618/3107028704.parquet,53618,3107028704,hello
train_landmark_files/49445/3107031843.parquet,49445,3107031843,no
train_landmark_files/49445/3109198274.parquet,49445,3109198274,sad
train_landmark_files/61333/3109925055.parquet,61333,3109925055,sad
train_landmark_files/62590/3109958547.parquet,62590,3109958547,hello
train_landmark_files/53618/3112319917.parquet,53618,3112319917,hello
train_landmark_files/53618/3112665872.parquet,53618,3112665872,dad
train_landmark_files/22343/3114298156.parquet,22343,3114298156,yes
train_landmark_files/25571/3115265315.parquet,25571,3115265315,hello
train_landmark_files/34503/3117340577.parquet,34503,3117340577,dad
train_landmark_files/2044/3117562323.parquet,2044,3117562323,sad
train_landmark_files/49445/3117803566.parquet,49445,3117803566,no
train_landmark_files/28656/3120693005.parquet,28656,3120693005,no
train_landmark_files/22343/3121644935.parquet,22343,3121644935,please
train_landmark_files/29302/3123452997.parquet,29302,3123452997,happy
train_landmark_files/62590/312352211.parquet,62590,312352211,no
train_landmark_files/32319/3123714763.parquet,32319,3123714763,mom
train_landmark_files/36257/3126285206.parquet,36257,3126285206,sad
train_landmark_files/37779/3127406155.parquet,37779,3127406155,dad
train_landmark_files/53618/3127591466.parquet,53618,3127591466,sad
train_landmark_files/32319/3128413710.parquet,32319,3128413710,later
train_landmark_files/53618/313268967.parquet,53618,313268967,yes
train_landmark_files/55372/3133048074.parquet,55372,3133048074,later
train_landmark_files/62590/3133101904.parquet,62590,3133101904,dad
train_landmark_files/18796/3133787943.parquet,18796,3133787943,please
train_landmark_files/30680/3136026640.parquet,30680,3136026640,later
train_landmark_files/27610/3136111087.parquet,27610,3136111087,sad
train_landmark_files/27610/3137685981.parquet,27610,3137685981,please
train_landmark_files/61333/314044618.parquet,61333,314044618,happy
train_landmark_files/28656/3141152989.parquet,28656,3141152989,happy
train_landmark_files/29302/3141499133.parquet,29302,3141499133,please
train_landmark_files/37055/3141994156.parquet,37055,3141994156,mom
train_landmark_files/22343/314299185.parquet,22343,314299185,yes
train_landmark_files/18796/3143016699.parquet,18796,3143016699,sad
train_landmark_files/53618/3143941907.parquet,53618,3143941907,sad
train_landmark_files/16069/3144518634.parquet,16069,3144518634,mom
train_landmark_files/37055/3144522333.parquet,37055,3144522333,please
train_landmark_files/27610/314634651.parquet,27610,314634651,yes
train_landmark_files/61333/3148136499.parquet,61333,3148136499,thankyou
train_landmark_files/29302/3148325109.parquet,29302,3148325109,sad
train_landmark_files/2044/3148437311.parquet,2044,3148437311,hello
train_landmark_files/28656/3149116908.parquet,28656,3149116908,please
train_landmark_files/49445/3149893574.parquet,49445,3149893574,yes
train_landmark_files/34503/3150264412.parquet,34503,3150264412,mom
train_landmark_files/55372/3151069053.parquet,55372,3151069053,thankyou
train_landmark_files/34503/315252916.parquet,34503,315252916,later
train_landmark_files/32319/3154044095.parquet,32319,3154044095,thankyou
train_landmark_files/25571/315638180.parquet,25571,315638180,yes
train_landmark_files/37779/3156471654.parquet,37779,3156471654,mom
train_landmark_files/37779/3162076310.parquet,37779,3162076310,sad
train_landmark_files/53618/3163101680.parquet,53618,3163101680,please
train_landmark_files/61333/316492769.parquet,61333,316492769,dad
train_landmark_files/53618/3164977097.parquet,53618,3164977097,sad
train_landmark_files/36257/3165002502.parquet,36257,3165002502,mom
train_landmark_files/2044/3166509724.parquet,2044,3166509724,yes
train_landmark_files/27610/3167884113.parquet,27610,3167884113,please
train_landmark_files/55372/3168055403.parquet,55372,3168055403,happy
train_landmark_files/53618/3169472083.parquet,53618,3169472083,mom
train_landmark_files/29302/3173315878.parquet,29302,3173315878,thankyou
train_landmark_files/36257/3173327396.parquet,36257,3173327396,happy
train_landmark_files/61333/3175107824.parquet,61333,3175107824,no
train_landmark_files/32319/3175451720.parquet,32319,3175451720,hello
train_landmark_files/32319/3176658796.parquet,32319,3176658796,happy
train_landmark_files/2044/3179465703.parquet,2044,3179465703,mom
train_landmark_files/27610/3180847825.parquet,27610,3180847825,dad
train_landmark_files/55372/3183705929.parquet,55372,3183705929,hello
train_landmark_files/28656/3184474979.parquet,28656,3184474979,mom
train_landmark_files/36257/31847661.parquet,36257,31847661,hello
train_landmark_files/16069/3186262444.parquet,16069,3186262444,hello
train_landmark_files/27610/3187149576.parquet,27610,3187149576,thankyou
train_landmark_files/61333/3187468392.parquet,61333,3187468392,dad
train_landmark_files/61333/3188421575.parquet,61333,3188421575,mom
train_landmark_files/34503/3189457328.parquet,34503,3189457328,thankyou
train_landmark_files/25571/3190339878.parquet,25571,3190339878,thankyou
train_landmark_files/36257/3191028345.parquet,36257,3191028345,thankyou
train_landmark_files/36257/3191344649.parquet,36257,3191344649,thankyou
train_landmark_files/32319/3191355034.parquet,32319,3191355034,hello
train_landmark_files/25571/3192205726.parquet,25571,3192205726,mom
train_landmark_files/36257/3194739088.parquet,36257,3194739088,mom
train_landmark_files/49445/3196508796.parquet,49445,3196508796,no
train_landmark_files/2044/3196736964.parquet,2044,3196736964,yes
train_landmark_files/37779/3197296825.parquet,37779,3197296825,later
train_landmark_files/55372/3198022240.parquet,55372,3198022240,thankyou
train_landmark_files/29302/3198067804.parquet,29302,3198067804,please
train_landmark_files/29302/3202073399.parquet,29302,3202073399,dad
train_landmark_files/53618/320226459.parquet,53618,320226459,later
train_landmark_files/37055/3203282566.parquet,37055,3203282566,later
train_landmark_files/29302/320381622.parquet,29302,320381622,mom
train_landmark_files/22343/3204698296.parquet,22343,3204698296,please
train_landmark_files/55372/3205278723.parquet,55372,3205278723,mom
train_landmark_files/25571/3206929071.parquet,25571,3206929071,hello
train_landmark_files/4718/3209183075.parquet,4718,3209183075,dad
train_landmark_files/34503/3211199181.parquet,34503,3211199181,happy
train_landmark_files/25571/3211204413.parquet,25571,3211204413,later
train_landmark_files/62590/3211229912.parquet,62590,3211229912,yes
train_landmark_files/34503/321239928.parquet,34503,321239928,no
train_landmark_files/34503/3216607478.parquet,34503,3216607478,thankyou
train_landmark_files/53618/3217403017.parquet,53618,3217403017,hello
train_landmark_files/18796/3217547373.parquet,18796,3217547373,dad
train_landmark_files/18796/3218492989.parquet,18796,3218492989,hello
train_landmark_files/32319/3219240979.parquet,32319,3219240979,hello
train_landmark_files/27610/3219446841.parquet,27610,3219446841,happy
train_landmark_files/32319/3220952973.parquet,32319,3220952973,please
train_landmark_files/28656/3221659607.parquet,28656,3221659607,happy
train_landmark_files/29302/3222989121.parquet,29302,3222989121,yes
train_landmark_files/37055/3227277521.parquet,37055,3227277521,no
train_landmark_files/16069/3227724222.parquet,16069,3227724222,please
train_landmark_files/37055/3229096267.parquet,37055,3229096267,hello
train_landmark_files/53618/3232312329.parquet,53618,3232312329,dad
train_landmark_files/37779/3233407956.parquet,37779,3233407956,no
train_landmark_files/34503/3235388007.parquet,34503,3235388007,dad
train_landmark_files/22343/3238291885.parquet,22343,3238291885,hello
train_landmark_files/37779/3238344745.parquet,37779,3238344745,happy
train_landmark_files/36257/3239058050.parquet,36257,3239058050,yes
train_landmark_files/55372/3239464239.parquet,55372,3239464239,sad
train_landmark_files/37055/3239707229.parquet,37055,3239707229,hello
train_landmark_files/25571/3239842870.parquet,25571,3239842870,please
train_landmark_files/28656/3240630215.parquet,28656,3240630215,later
train_landmark_files/36257/3240800487.parquet,36257,3240800487,happy
train_landmark_files/37055/3240867559.parquet,37055,3240867559,hello
train_landmark_files/27610/3241181362.parquet,27610,3241181362,sad
train_landmark_files/28656/3241623800.parquet,28656,3241623800,dad
train_landmark_files/22343/3242111989.parquet,22343,3242111989,hello
train_landmark_files/27610/3242160486.parquet,27610,3242160486,hello
train_landmark_files/26734/3242554093.parquet,26734,3242554093,dad
train_landmark_files/30680/3242883142.parquet,30680,3242883142,no
train_landmark_files/26734/3243648199.parquet,26734,3243648199,hello
train_landmark_files/18796/3243725240.parquet,18796,3243725240,yes
train_landmark_files/61333/3243872811.parquet,61333,3243872811,no
train_landmark_files/34503/3244245699.parquet,34503,3244245699,thankyou
train_landmark_files/16069/3244262820.parquet,16069,3244262820,later
train_landmark_files/53618/32448106.parquet,53618,32448106,sad
train_landmark_files/36257/3245706769.parquet,36257,3245706769,thankyou
train_landmark_files/30680/3246291785.parquet,30680,3246291785,hello
train_landmark_files/32319/3247901988.parquet,32319,3247901988,please
train_landmark_files/30680/3248042089.parquet,30680,3248042089,later
train_landmark_files/37779/3248936170.parquet,37779,3248936170,please
train_landmark_files/61333/3249387235.parquet,61333,3249387235,mom
train_landmark_files/29302/3249729087.parquet,29302,3249729087,sad
train_landmark_files/26734/3250380292.parquet,26734,3250380292,no
train_landmark_files/22343/3251524126.parquet,22343,3251524126,happy
train_landmark_files/4718/3251532232.parquet,4718,3251532232,hello
train_landmark_files/28656/3254031845.parquet,28656,3254031845,please
train_landmark_files/25571/3254495796.parquet,25571,3254495796,later
train_landmark_files/30680/3257909962.parquet,30680,3257909962,mom
train_landmark_files/25571/3264354282.parquet,25571,3264354282,please
train_landmark_files/61333/3265291588.parquet,61333,3265291588,yes
train_landmark_files/62590/3266699146.parquet,62590,3266699146,later
train_landmark_files/37779/3268447495.parquet,37779,3268447495,later
train_landmark_files/34503/3268677763.parquet,34503,3268677763,hello
train_landmark_files/53618/3269435489.parquet,53618,3269435489,happy
train_landmark_files/61333/3269563157.parquet,61333,3269563157,please
train_landmark_files/4718/3269623641.parquet,4718,3269623641,mom
train_landmark_files/49445/3270197388.parquet,49445,3270197388,sad
train_landmark_files/62590/3270461661.parquet,62590,3270461661,no
train_landmark_files/61333/32719338.parquet,61333,32719338,mom
train_landmark_files/36257/3272389667.parquet,36257,3272389667,yes
train_landmark_files/2044/3272850500.parquet,2044,3272850500,thankyou
train_landmark_files/22343/327555063.parquet,22343,327555063,yes
train_landmark_files/27610/3276636964.parquet,27610,3276636964,dad
train_landmark_files/30680/3278074919.parquet,30680,3278074919,thankyou
train_landmark_files/55372/3278236355.parquet,55372,3278236355,dad
train_landmark_files/55372/3278697969.parquet,55372,3278697969,later
train_landmark_files/53618/3279027774.parquet,53618,3279027774,please
train_landmark_files/4718/3279735979.parquet,4718,3279735979,later
train_landmark_files/34503/328036279.parquet,34503,328036279,dad
train_landmark_files/28656/328056546.parquet,28656,328056546,later
train_landmark_files/36257/3281302966.parquet,36257,3281302966,thankyou
train_landmark_files/26734/328193150.parquet,26734,328193150,later
train_landmark_files/4718/3283186140.parquet,4718,3283186140,mom
train_landmark_files/4718/3285494096.parquet,4718,3285494096,happy
train_landmark_files/55372/3286044248.parquet,55372,3286044248,hello
train_landmark_files/37055/3286454558.parquet,37055,3286454558,dad
train_landmark_files/25571/3288661271.parquet,25571,3288661271,dad
train_landmark_files/62590/3289225767.parquet,62590,3289225767,please
train_landmark_files/36257/328933740.parquet,36257,328933740,dad
train_landmark_files/61333/3290444746.parquet,61333,3290444746,please
train_landmark_files/34503/3293036211.parquet,34503,3293036211,no
train_landmark_files/22343/3296832841.parquet,22343,3296832841,thankyou
train_landmark_files/37779/3296999664.parquet,37779,3296999664,no
train_landmark_files/37779/3297727572.parquet,37779,3297727572,later
train_landmark_files/37055/3297969315.parquet,37055,3297969315,happy
train_landmark_files/32319/3298234353.parquet,32319,3298234353,yes
train_landmark_files/16069/3299052624.parquet,16069,3299052624,hello
train_landmark_files/34503/3299337217.parquet,34503,3299337217,happy
train_landmark_files/16069/3299471500.parquet,16069,3299471500,sad
train_landmark_files/37779/3300828124.parquet,37779,3300828124,happy
train_landmark_files/29302/3301241920.parquet,29302,3301241920,no
train_landmark_files/37055/3302580809.parquet,37055,3302580809,hello
train_landmark_files/61333/3303249496.parquet,61333,3303249496,hello
train_landmark_files/37055/330508198.parquet,37055,330508198,thankyou
train_landmark_files/37055/3305879315.parquet,37055,3305879315,thankyou
train_landmark_files/26734/3306178416.parquet,26734,3306178416,yes
train_landmark_files/2044/3306573945.parquet,2044,3306573945,hello
train_landmark_files/18796/3307062272.parquet,18796,3307062272,dad
train_landmark_files/4718/3307435205.parquet,4718,3307435205,no
train_landmark_files/37779/3308544907.parquet,37779,3308544907,happy
train_landmark_files/53618/3308656935.parquet,53618,3308656935,please
train_landmark_files/28656/3308660623.parquet,28656,3308660623,no
train_landmark_files/34503/330964638.parquet,34503,330964638,mom
train_landmark_files/61333/3310240869.parquet,61333,3310240869,sad
train_landmark_files/27610/3310658648.parquet,27610,3310658648,sad
train_landmark_files/26734/3311860718.parquet,26734,3311860718,later
train_landmark_files/27610/3312188669.parquet,27610,3312188669,dad
train_landmark_files/37055/3312621025.parquet,37055,3312621025,dad
train_landmark_files/36257/3312977973.parquet,36257,3312977973,happy
train_landmark_files/49445/3313013062.parquet,49445,3313013062,happy
train_landmark_files/4718/3316116565.parquet,4718,3316116565,hello
train_landmark_files/55372/331709473.parquet,55372,331709473,please
train_landmark_files/4718/3320066341.parquet,4718,3320066341,later
train_landmark_files/37779/3320070907.parquet,37779,3320070907,yes
train_landmark_files/49445/3320137406.parquet,49445,3320137406,mom
train_landmark_files/37779/3323833556.parquet,37779,3323833556,no
train_landmark_files/4718/3324678948.parquet,4718,3324678948,thankyou
train_landmark_files/53618/3324900964.parquet,53618,3324900964,mom
train_landmark_files/32319/3325710307.parquet,32319,3325710307,later
train_landmark_files/61333/3329759032.parquet,61333,3329759032,happy
train_landmark_files/2044/3330886600.parquet,2044,3330886600,later
train_landmark_files/32319/3331051399.parquet,32319,3331051399,no
train_landmark_files/32319/3331390225.parquet,32319,3331390225,hello
train_landmark_files/26734/3332605073.parquet,26734,3332605073,dad
train_landmark_files/37055/3332663184.parquet,37055,3332663184,later
train_landmark_files/32319/3333018852.parquet,32319,3333018852,mom
train_landmark_files/16069/3333376822.parquet,16069,3333376822,no
train_landmark_files/29302/3335976564.parquet,29302,3335976564,dad
train_landmark_files/27610/3339296960.parquet,27610,3339296960,yes
train_landmark_files/28656/3339949857.parquet,28656,3339949857,happy
train_landmark_files/32319/3342239954.parquet,32319,3342239954,later
train_landmark_files/16069/3342772837.parquet,16069,3342772837,mom
train_landmark_files/49445/3344231307.parquet,49445,3344231307,sad
train_landmark_files/30680/334497030.parquet,30680,334497030,dad
train_landmark_files/61333/3344973805.parquet,61333,3344973805,thankyou
train_landmark_files/25571/3345134970.parquet,25571,3345134970,please
train_landmark_files/49445/3346883863.parquet,49445,3346883863,please
train_landmark_files/2044/3346969399.parquet,2044,3346969399,hello
train_landmark_files/30680/3347710101.parquet,30680,3347710101,mom
train_landmark_files/16069/3347822128.parquet,16069,3347822128,dad
train_landmark_files/53618/3348084870.parquet,53618,3348084870,mom
train_landmark_files/61333/3350552116.parquet,61333,3350552116,later
train_landmark_files/16069/3350923262.parquet,16069,3350923262,thankyou
train_landmark_files/18796/3352461416.parquet,18796,3352461416,hello
train_landmark_files/18796/3353357696.parquet,18796,3353357696,hello
train_landmark_files/62590/3353947478.parquet,62590,3353947478,happy
train_landmark_files/49445/3354279689.parquet,49445,3354279689,yes
train_landmark_files/18796/3356119723.parquet,18796,3356119723,dad
train_landmark_files/2044/335752780.parquet,2044,335752780,sad
train_landmark_files/16069/3360625093.parquet,16069,3360625093,yes
train_landmark_files/25571/3361399707.parquet,25571,3361399707,please
train_landmark_files/37779/3362011976.parquet,37779,3362011976,please
train_landmark_files/26734/3362914394.parquet,26734,3362914394,later
train_landmark_files/53618/3362999880.parquet,53618,3362999880,dad
train_landmark_files/61333/3363168899.parquet,61333,3363168899,please
train_landmark_files/62590/3364156638.parquet,62590,3364156638,later
train_landmark_files/22343/3365302034.parquet,22343,3365302034,no
train_landmark_files/32319/3366642127.parquet,32319,3366642127,thankyou
train_landmark_files/29302/3369055453.parquet,29302,3369055453,hello
train_landmark_files/55372/3369484021.parquet,55372,3369484021,yes
train_landmark_files/34503/3370728507.parquet,34503,3370728507,later
train_landmark_files/53618/3371350251.parquet,53618,3371350251,sad
train_landmark_files/61333/3371481351.parquet,61333,3371481351,please
train_landmark_files/18796/3372279283.parquet,18796,3372279283,yes
train_landmark_files/30680/3372736116.parquet,30680,3372736116,happy
train_landmark_files/26734/3373837187.parquet,26734,3373837187,thankyou
train_landmark_files/62590/3375784972.parquet,62590,3375784972,please
train_landmark_files/2044/3376917900.parquet,2044,3376917900,dad
train_landmark_files/4718/3378415922.parquet,4718,3378415922,please
train_landmark_files/4718/3380454422.parquet,4718,3380454422,mom
train_landmark_files/37779/3380593852.parquet,37779,3380593852,mom
train_landmark_files/26734/3380871450.parquet,26734,3380871450,sad
train_landmark_files/36257/3383034576.parquet,36257,3383034576,hello
train_landmark_files/4718/3383955143.parquet,4718,3383955143,yes
train_landmark_files/29302/338461022.parquet,29302,338461022,later
train_landmark_files/61333/3384630444.parquet,61333,3384630444,no
train_landmark_files/61333/3385253895.parquet,61333,3385253895,no
train_landmark_files/53618/3389182938.parquet,53618,3389182938,yes
train_landmark_files/53618/3389427142.parquet,53618,3389427142,hello
train_landmark_files/36257/338972005.parquet,36257,338972005,thankyou
train_landmark_files/55372/3390703536.parquet,55372,3390703536,dad
train_landmark_files/4718/3391006466.parquet,4718,3391006466,thankyou
train_landmark_files/18796/3391582885.parquet,18796,3391582885,happy
train_landmark_files/62590/3392036092.parquet,62590,3392036092,mom
train_landmark_files/26734/3392114972.parquet,26734,3392114972,mom
train_landmark_files/2044/3392602162.parquet,2044,3392602162,dad
train_landmark_files/28656/3395885681.parquet,28656,3395885681,dad
train_landmark_files/37779/3398433869.parquet,37779,3398433869,yes
train_landmark_files/30680/3399143982.parquet,30680,3399143982,later
train_landmark_files/37055/3400662924.parquet,37055,3400662924,later
train_landmark_files/62590/3401129089.parquet,62590,3401129089,no
train_landmark_files/29302/3401624788.parquet,29302,3401624788,dad
train_landmark_files/37055/3402793238.parquet,37055,3402793238,yes
train_landmark_files/26734/3403999363.parquet,26734,3403999363,mom
train_landmark_files/53618/3404439685.parquet,53618,3404439685,sad
train_landmark_files/25571/3406577626.parquet,25571,3406577626,mom
train_landmark_files/49445/3406719979.parquet,49445,3406719979,yes
